"car_brand","car_model","car_price","car_fuel","car_transmission","car_mileage","car_age"
"BMW","X1",890000,"diesel","automatic",86000,"14"
"BMW","X1",2600000,"diesel","automatic",9500,"6"
"BMW","X5",4950000,"diesel","automatic",30000,"6"
"BMW","X1",7e+05,"diesel","automatic",120000,"13"
"BMW","3 Series",2200000,"diesel","automatic",24000,"10"
"BMW","5 Series",1200000,"diesel","automatic",45000,"16"
"BMW","5 Series",480000,"gasoline","automatic",110000,"19"
"BMW","5 Series",2900000,"diesel","automatic",40000,"8"
"BMW","5 Series",4800000,"diesel","automatic",9422,"7"
"BMW","X1",750000,"diesel","automatic",100000,"13"
"BMW","3 Series",2300000,"diesel","automatic",39000,"7"
"BMW","5 Series",4800000,"diesel","automatic",12999,"6"
"BMW","7 Series",1050000,"diesel","automatic",30000,"19"
